/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/000.conf,51.877
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/001.conf,278.408
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/002.conf,91.1431
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/003.conf,152.052
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/004.conf,105.579
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/005.conf,182.375
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/006.conf,54.1555
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/007.conf,60.3013
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/008.conf,692.304
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/009.conf,37.1856
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/010.conf,61.6947
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/011.conf,38.9983
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/012.conf,603.776
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/013.conf,44.5628
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/014.conf,124.328
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/015.conf,99.7815
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/016.conf,209.118
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/017.conf,670.843
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/018.conf,100.494
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/019.conf,145.926
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/020.conf,638.272
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/021.conf,458.732
/mnt/home/andre.cruz/fair-boosting/experiments/AOF-FairHO/confs/randomly-generated-configs/FairGBM.BCE+BCE/022.conf,60.7941
