,,,threshold,pp,pn,prevalence,pred-prevalence,fpr,tnr,tpr,fnr,accuracy,precision,roc_auc,f1,threshold_group-0,pp_group-0,pn_group-0,prevalence_group-0,pred-prevalence_group-0,fpr_group-0,tnr_group-0,tpr_group-0,fnr_group-0,accuracy_group-0,precision_group-0,roc_auc_group-0,f1_group-0,threshold_group-1,pp_group-1,pn_group-1,prevalence_group-1,pred-prevalence_group-1,fpr_group-1,tnr_group-1,tpr_group-1,fnr_group-1,accuracy_group-1,precision_group-1,roc_auc_group-1,f1_group-1,fpr_ratio,fpr_diff,fnr_ratio,fnr_diff
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.005,validation,0.5,126823.0,204263.0,0.3707526141244269,0.3830515334384419,0.2510091919264646,0.7489908080735355,0.6071559498496957,0.3928440501503042,0.6964051636130794,0.5876615440416959,0.6780733789616156,0.5972497135118241,0.5,126823.0,45260.0,0.4441112718862409,0.7369873839949327,0.5466709875704324,0.4533290124295675,0.9752041243588402,0.0247958756411598,0.6850996321542512,0.5876615440416959,0.7142665683942039,0.7333835185759199,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.5466709875704324,0.0247958756411598,0.9752041243588402
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.005,test,0.5,127245.0,203841.0,0.3703146614474789,0.384326126746525,0.2512087490406753,0.7487912509593246,0.6106797383488574,0.3893202616511427,0.6976465329249802,0.5884160477818382,0.679735494654091,0.5993412073595864,0.5,127245.0,45615.0,0.4445909984958926,0.7361159319680667,0.5454962086492793,0.4545037913507208,0.9742492062665904,0.0257507937334096,0.6855779243318292,0.5884160477818382,0.7143764988086556,0.7337001523785258,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.5454962086492793,0.0257507937334096,0.9742492062665904
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.006,validation,0.5,99747.0,231339.0,0.3707526141244269,0.3012721770174517,0.2626346989224086,0.7373653010775914,0.366848335247778,0.633151664752222,0.5999951674187372,0.4514521740002206,0.5521068181626847,0.404776672149862,0.5,0.0,172083.0,0.4441112718862409,0.0,0.0,1.0,0.0,1.0,0.5558887281137591,0.0,0.5,0.0,0.5,99747.0,59256.0,0.2913592825292604,0.6273277862681836,0.4856047428023714,0.5143952571976286,0.9720249530511365,0.0279750469488635,0.6477299170455904,0.4514521740002206,0.7432101051243826,0.6165505154921478,0.0,0.4856047428023714,0.0279750469488635,0.9720249530511365
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.006,test,0.5,99688.0,231398.0,0.3703146614474789,0.3010939755833832,0.264922294704528,0.735077705295472,0.3626005252597752,0.6373994747402247,0.5971439444736413,0.4459613995666479,0.5488391152776236,0.3999838052309105,0.5,0.0,172860.0,0.4445909984958926,0.0,0.0,1.0,0.0,1.0,0.5554090015041073,0.0,0.5,0.0,0.5,99688.0,58538.0,0.2891686574899195,0.6300355188148598,0.4910644427057401,0.5089355572942599,0.971652751671985,0.028347248328015,0.6427388671899688,0.4459613995666479,0.7402941544831224,0.6113364777712078,0.0,0.4910644427057401,0.028347248328015,0.971652751671985
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.007,validation,0.5,129302.0,201784.0,0.3707526141244269,0.3905390140326078,0.2616459068327453,0.7383540931672546,0.6092984985865696,0.3907015014134304,0.6905063941090834,0.5784287946048785,0.6738262958769121,0.5934624860644387,0.5,129302.0,42781.0,0.4441112718862409,0.7513932230377202,0.5698366071148558,0.4301633928851441,0.9786454516905684,0.0213545483094315,0.6737504576280051,0.5784287946048785,0.7044044222878563,0.7271030399657797,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.5698366071148558,0.0213545483094315,0.9786454516905684
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.007,test,0.5,129904.0,201182.0,0.3703146614474789,0.3923572727327643,0.2626007290867229,0.7373992709132771,0.6129961013327243,0.3870038986672756,0.6913309532870614,0.578558012070452,0.6751976861230007,0.5952793948754505,0.5,129904.0,42956.0,0.4445909984958926,0.7514983223417795,0.5702337305224565,0.4297662694775435,0.9779446208296466,0.0220553791703534,0.6734814300590073,0.578558012070452,0.703855445153595,0.7270115498461955,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.5702337305224565,0.0220553791703534,0.9779446208296466
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.008,validation,0.5,130094.0,200992.0,0.3707526141244269,0.3929311417577306,0.2648714810281518,0.7351285189718483,0.6102760873638504,0.3897239126361496,0.6888391535733918,0.5758297846172767,0.6727023031678493,0.5925527497083193,0.5,130094.0,41989.0,0.4441112718862409,0.7559956532603453,0.5768615603341034,0.4231384396658966,0.980215639066262,0.019784360933738,0.6705427032304179,0.5758297846172767,0.7016770393660793,0.7254767138941884,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.5768615603341034,0.019784360933738,0.980215639066262
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.008,test,0.5,130700.0,200386.0,0.3703146614474789,0.3947614819110442,0.2658480429777436,0.7341519570222563,0.6139666900477954,0.3860333099522046,0.689645590571634,0.5759449120122417,0.6740593235350258,0.5943483375837919,0.5,130700.0,42160.0,0.4445909984958926,0.756103204905704,0.5772852262311474,0.4227147737688526,0.9794930515796596,0.0205069484203403,0.6702533842415828,0.5759449120122417,0.7011039126742561,0.7253700277520815,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.5772852262311474,0.0205069484203403,0.9794930515796596
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.009,validation,0.5,125783.0,205303.0,0.3707526141244269,0.3799103556175737,0.2469484244126047,0.7530515755873953,0.6055755146597583,0.3944244853402416,0.6983744404777007,0.5909781130995444,0.6793135451235768,0.598187773101467,0.5,125783.0,46300.0,0.4441112718862409,0.7309437887531017,0.5378270732497726,0.4621729267502273,0.9726656547681356,0.0273343452318643,0.6888885014789375,0.5909781130995444,0.7174192907591815,0.7352366634191696,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.5378270732497726,0.0273343452318643,0.9726656547681356
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.009,test,0.5,126250.0,204836.0,0.3703146614474789,0.3813208652736751,0.2473138910207214,0.7526861089792786,0.6091871523416472,0.3908128476583528,0.6995463414339477,0.5916039603960396,0.680936630660463,0.6002668209727713,0.5,126250.0,46610.0,0.4445909984958926,0.730359828763161,0.5370385801183235,0.4629614198816765,0.9718680060375788,0.0281319939624212,0.6892167071618651,0.5916039603960396,0.7174147129596276,0.735492511152032,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.5370385801183235,0.0281319939624212,0.9718680060375788
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.010,validation,0.5,131026.0,200060.0,0.3707526141244269,0.3957461203433549,0.2685338517291861,0.7314661482708138,0.6116528582251876,0.3883471417748124,0.6870450577795497,0.5730236746905194,0.6715595032480007,0.5917084684585285,0.5,131026.0,41057.0,0.4441112718862409,0.7614116443809092,0.5848378093017907,0.4151621906982092,0.9824269862870304,0.0175730137129697,0.667090880563449,0.5730236746905194,0.6987945884926198,0.7238467100506146,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.5848378093017907,0.0175730137129697,0.9824269862870304
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.010,test,0.5,131768.0,199318.0,0.3703146614474789,0.3979872299040128,0.2701650038372985,0.7298349961627014,0.6153369329396604,0.3846630670603396,0.6874346846438689,0.5725517576346305,0.672585964551181,0.5931738306587938,0.5,131768.0,41092.0,0.4445909984958926,0.7622816151799143,0.5866594450462461,0.4133405549537539,0.9816790714620308,0.018320928537969,0.6660187434918431,0.5725517576346305,0.6975098132078924,0.7232671843543284,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.5866594450462461,0.018320928537969,0.9816790714620308
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.011,validation,0.5,106539.0,224547.0,0.3707526141244269,0.321786484478353,0.1731490148078815,0.8268509851921184,0.5740564231655954,0.4259435768344046,0.7331267404843455,0.6614103755432283,0.7004537041788569,0.6146452091238169,0.5,106539.0,65544.0,0.4441112718862409,0.6191140321821447,0.377099906961185,0.622900093038815,0.9220401967968176,0.0779598032031822,0.7557515849909636,0.6614103755432283,0.7724701449178163,0.7702759574340167,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.377099906961185,0.0779598032031822,0.9220401967968176
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.011,test,0.5,107278.0,223808.0,0.3703146614474789,0.3240185329491431,0.1751247122026093,0.8248752877973906,0.5771985057827512,0.4228014942172488,0.7331569441172384,0.6596692704934842,0.7010368967900709,0.6156844321483879,0.5,107278.0,65582.0,0.4445909984958926,0.6206062709707277,0.3802808099325056,0.6197191900674944,0.920834851402696,0.0791651485973039,0.7535925026032627,0.6596692704934842,0.7702770207350952,0.7686743061967088,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.3802808099325056,0.0791651485973039,0.920834851402696
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.012,validation,0.5,121128.0,209958.0,0.3707526141244269,0.3658505645058987,0.2275085799313605,0.7724914200686395,0.6006468379076342,0.3993531620923658,0.7087795920093268,0.6086949342843934,0.6865691289881368,0.6046441062986153,0.5,121128.0,50955.0,0.4441112718862409,0.703892888896637,0.4954891855444861,0.5045108144555138,0.9647492934156808,0.035250706584319,0.7089079107175026,0.6086949342843934,0.7346300539355974,0.7464363813072002,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.4954891855444861,0.035250706584319,0.9647492934156808
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.012,test,0.5,121640.0,209446.0,0.3703146614474789,0.3673969905100185,0.2280074827321565,0.7719925172678435,0.6044157708431888,0.3955842291568112,0.7099363911491274,0.6092157185136469,0.6882041440555161,0.6068062527124294,0.5,121640.0,51220.0,0.4445909984958926,0.7036908480851556,0.4951149904174652,0.5048850095825348,0.9642559725186072,0.0357440274813928,0.709117204674303,0.6092157185136469,0.7345704910505709,0.7466799669508091,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.4951149904174652,0.0357440274813928,0.9642559725186072
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.013,validation,0.5,98791.0,232295.0,0.3707526141244269,0.2983847097128843,0.2596491228070175,0.7403508771929824,0.3641273798176797,0.6358726201823203,0.6008650320460545,0.4524399995951048,0.5522391285053311,0.4035081384116781,0.5,0.0,172083.0,0.4441112718862409,0.0,0.0,1.0,0.0,1.0,0.5558887281137591,0.0,0.5,0.0,0.5,98791.0,60212.0,0.2913592825292604,0.6213153210945705,0.480084490042245,0.5199155099577549,0.9648153344701794,0.0351846655298206,0.6495412036250888,0.4524399995951048,0.7423654222139673,0.616009040918425,0.0,0.480084490042245,0.0351846655298206,0.9648153344701794
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.013,test,0.5,98742.0,232344.0,0.3703146614474789,0.2982367119117087,0.2618428626247122,0.7381571373752878,0.3601210381221147,0.6398789618778853,0.5981648272654235,0.4471552125741832,0.5491390877487012,0.398946455355368,0.5,0.0,172860.0,0.4445909984958926,0.0,0.0,1.0,0.0,1.0,0.5554090015041073,0.0,0.5,0.0,0.5,98742.0,59484.0,0.2891686574899195,0.6240567289825946,0.4853563553595562,0.5146436446404439,0.9650085238449098,0.0349914761550902,0.644875052140609,0.4471552125741832,0.7398260842426769,0.6111311039751965,0.0,0.4853563553595562,0.0349914761550902,0.9650085238449098
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.014,validation,0.5,117670.0,213416.0,0.3707526141244269,0.3554061482515117,0.2136846905224758,0.7863153094775241,0.5959381186303981,0.4040618813696018,0.7157324683012872,0.6216707741990312,0.6911267140539611,0.6085325325158784,0.5,117670.0,54413.0,0.4441112718862409,0.6837979347175491,0.4653822431762824,0.5346177568237176,0.9571862242227572,0.0428137757772427,0.7222851763393247,0.6216707741990312,0.7459019905232375,0.7537790967263285,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.4653822431762824,0.0428137757772427,0.9571862242227572
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.014,test,0.5,118267.0,212819.0,0.3703146614474789,0.3572093051352216,0.2146776669224865,0.7853223330775134,0.5995709834755232,0.4004290165244767,0.7165358849362401,0.6215681466512214,0.6924466582765183,0.61037144055166,0.5,118267.0,54593.0,0.4445909984958926,0.6841779474719426,0.4661694858761769,0.533830514123823,0.9565268307916516,0.0434731692083485,0.7217574916117089,0.6215681466512214,0.7451786724577374,0.7534991466745934,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.4661694858761769,0.0434731692083485,0.9565268307916516
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.015,validation,0.5,109898.0,221188.0,0.3707526141244269,0.3319318847670998,0.1855857153142774,0.8144142846857225,0.5803129913401928,0.4196870086598072,0.7276206182079581,0.6481828604706182,0.6973636380129576,0.6123731458119314,0.5,109898.0,62185.0,0.4441112718862409,0.6386336825834045,0.4041857012931349,0.595814298706865,0.9320893960012562,0.0679106039987438,0.7451578598699464,0.6481828604706182,0.7639518473540607,0.7646332692865041,0.5,0.0,159003.0,0.2913592825292604,0.0,0.0,1.0,0.0,1.0,0.7086407174707395,0.0,0.5,0.0,0.0,0.4041857012931349,0.0679106039987438,0.9320893960012562
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.015,test,0.5,110478.0,220608.0,0.3703146614474789,0.3336836954748917,0.1870683039140445,0.8129316960859555,0.5829894132424188,0.4170105867575812,0.7277806974622908,0.6469885407049367,0.6979605546641872,0.6133239518800089,0.5,110478.0,62382.0,0.4445909984958926,0.6391183616799723,0.4062161486542788,0.5937838513457212,0.9300733878103368,0.0699266121896632,0.7432951521462455,0.6469885407049367,0.761928619578029,0.7631238990017616,0.5,0.0,158226.0,0.2891686574899195,0.0,0.0,1.0,0.0,1.0,0.7108313425100805,0.0,0.5,0.0,0.0,0.4062161486542788,0.0699266121896632,0.9300733878103368
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.016,validation,0.5,95479.0,235607.0,0.3707526141244269,0.2883812664987344,0.2436268509851921,0.7563731490148079,0.3643391907194239,0.6356608092805761,0.6110255341512477,0.4684066653400224,0.560356169867116,0.4098703203042661,0.5,0.0,172083.0,0.4441112718862409,0.0,0.0,1.0,0.0,1.0,0.5558887281137591,0.0,0.5,0.0,0.5,95479.0,63524.0,0.2913592825292604,0.6004855254303378,0.4504597252298626,0.5495402747701373,0.9653765622639066,0.0346234377360934,0.6706980371439533,0.4684066653400224,0.7574584185170221,0.6307631552966728,0.0,0.4504597252298626,0.0346234377360934,0.9653765622639066
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.016,test,0.5,95400.0,235686.0,0.3703146614474789,0.28814265779888,0.2458797006907137,0.7541202993092863,0.3600068512144593,0.6399931487855407,0.6081743112061518,0.4626729559748427,0.5570635752618728,0.4049338091612158,0.5,0.0,172860.0,0.4445909984958926,0.0,0.0,1.0,0.0,1.0,0.5554090015041073,0.0,0.5,0.0,0.5,95400.0,62826.0,0.2891686574899195,0.6029350422812938,0.4557667686179671,0.5442332313820328,0.9647025396686628,0.0352974603313371,0.6658197767749927,0.4626729559748427,0.7544678855253478,0.625402043158536,0.0,0.4557667686179671,0.0352974603313371,0.9647025396686628
Adult-2021.Fairlearn-GS.BASELINE-results.100-trials-per-algo.threshold=0.5.use-val-threshold=False,Fairlearn-GS-LGBM.017,validation,0.5,76840.0,254246.0,0.3707526141244269,0.2320847151495381,0.1655218758249934,0.8344781241750066,0.3450562520875593,0.6549437479124406,0.6530236856889147,0.5512233211868819,0.5897671881312829,0.4244279551683191,0.5,0.0,172083.0,0.4441112718862409,0.0,0.0,1.0,0.0,1.0,0.5558887281137591,0.0,0.5,0.0,0.5,76840.0,82163.0,0.2913592825292604,0.4832613221134192,0.3060456530228265,0.6939543469771735,0.9142832473503572,0.0857167526496427,0.7581492173103652,0.5512233211868819,0.8041187971637654,0.6877816298196758,0.0,0.3060456530228265,0.0857167526496427,0.9142832473503572
